Product,Purchases,"Weight (g)","Average Delivery Time (Days)","Size (cm3)"
d8e94b73f80bea3c8c7d5cc257fbd4b1,3,1750,13,21312
d8ec16e6a36ef1ab1a9e68d57399a00e,1,2250,39,27000
d8f2a339e6fa69ebf411e198b618e979,3,7300,15,34272
d8f621c2b03d05f32d7a5a856db76953,1,200,13,1764
d8fc369e0b2d17b856119ff03276f198,1,600,7,2376
d901103375ad57cd89a207d15cf91396,1,2550,7,19712
d902ca64b614964dc31d6b0372e800ac,6,750,22,10000
d902e8400cd0c58b64ea157af940e670,9,3800,16,43516
d906996541fe72f17ffc4a1434994857,1,450,27,9800
d90b49224b5d6eb131a51e53824934d3,1,7000,10,34650
d90e83fe1a0e31440db1dc015f1c1512,4,150,13,4032
d911283e9e087d5526ee83bb5150544d,1,1700,14,27588
d914a2a0c672fc21c9f0087e07e9e881,1,12600,8,75000
d915345cf6ab72f6efb99f28633c3487,3,125,24,4590
d9183dfd54675cc248e35dcd8af6f359,1,420,14,7182
d918b3f4aa5272c2c3cd088d087ca069,21,2083,8,13524
d91ee220c1b5370b26883cd0cee27b86,2,1963,9,22330
d9235fea02ba3f9fafcd78d898ac4355,5,1300,9,5940
d926e6d3f3a790d09e925e886eb8031a,1,800,5,6400
d9279101bd9bcdf95aa06a8081b24367,2,12600,10,75200
d9293c1e73be790ec4534dfe249611ab,1,400,30,4800
d92e9300399af3423de97225eec881b1,1,750,7,8349
d9339c5714743c460a9470730f79f6c5,2,100,20,352
d934d5a5c12e50df26c0669f578e2621,9,300,19,7680
d938bcfd149a626da38febbe8a669a9e,1,2500,16,3840
d93d759b483dd2545be204be0fcdfb82,1,5200,49,18000
d93d7e81a8d724c4ef661e75647cf325,3,1600,15,4050
d93e0523fc2cc1c5a81d432364ed2d06,3,950,7,13377
d9440686faf90019c12440cb9c783e4d,1,1375,7,6300
d94b46bf2d98ad7dc02d380f1cf562fb,1,800,12,5824
d94b74483f40a15c2f4678a59c429408,3,200,7,4000
d94b7d89fbd70f6f30c9043718784da9,1,4368,12,60865
d950221a89e7555306dc5daef996e134,2,375,9,2430
d950ce1f38b6772552be4523baf94c7a,6,1400,39,5120
d9524ab5892f79d3de3870697ad7b25d,1,800,9,8400
d95338f5403a401b525db6de4c2dbd0c,1,3600,16,18432
d9545b3e8df3155bca5b302d0f7c3c1c,3,4350,29,12000
d95d425d0cbe601609ac276632c5eec1,2,475,19,4680
d95f03455f14fd566743964beef46ff0,2,9800,12,58621
d961667356e6dffef33c0d0eb4c327cc,1,1150,10,3000
d966205671b5b10dd91ce7a8abde38af,1,300,17,384
d966b3fb4175fb014b8c120ac820a41d,1,1200,17,20000
d967e722339b5694c236717a78497634,1,700,13,8712
d96cd2197b0be40a66b1279c910e0921,1,250,14,1440
d9738cad7de68bf1b899b443be57dc76,1,18200,34,43200
d9784e33aa88376ea735fbff56d3fd67,2,550,10,7072
d979289e78afc0a6bee40e1f9dabe520,1,13900,12,64000
d97c5487557a0aca3250d1d02b05a72e,1,100,7,7744
d97cfa719a6198d4a66453e0c6ed596c,12,250,21,640
d97f2d7642b06661e99578b3455f5d58,6,350,11,2448
d9800a25632b4cca5f4207408c25fc3c,2,450,19,5400
d980d3018343b03db51c3076eadd6f83,2,5850,9,45000
d982791b03ad95faaa03fc746ad04672,5,2300,15,34104
d9829478d893607ea2b8d26c7f546a3f,1,125,9,704
d984b9203bd56960bbdda0bb7f05f781,3,150,11,2816
d986e4bd747ca20b348abcd013cd1303,9,1200,10,15680
d99009773ba4802173e603cf715ff382,1,3217,3,15309
d9933dd922fa78131c80a6987a707f9a,1,300,13,4950
d99526b1e4fa5f57b8bde34a7337b5ee,21,250,7,5832
d9965bb41ec6a56e7cfc31ede4bc4276,1,200,6,4800
d99a9035db5875b38e59f9f55b9548f1,3,10100,11,32768
d9a51912372ce82133d91ad4dccba508,2,500,16,8400
d9a5a0aa013c348c28ff4626ed6dba71,3,350,28,2890
d9af7011ee049dd8e825111c13ab6638,1,350,14,5700
d9ba932a269adb3893a1d7e53161c7d2,1,2400,8,20580
d9bba71d1d1ad35925593d365a2ab43e,6,1850,9,26208
d9bdf643d95cb89844c0da1a0df1d16e,6,475,4,2520
d9c01b484ada6a360c2715a08fdf1568,1,325,3,9450
d9c2eaccfa617895e2720f212e592de1,6,1400,12,13068
d9c32c8680c2426cade754f10d61e5d8,3,325,10,4693
d9c379ab5377be590da568f41cd3c49d,1,9200,6,2400
d9d1f8a93d1a991de6f45594b717b858,1,1000,22,10000
d9d2b0bf83edf2fe776c707efe5d0b41,2,3200,11,21000
d9d319caa9e0b2993d581f53f036ba72,4,500,20,7128
d9d3c966af100aeb7047ac8b59a70d4c,2,1800,5,11400
d9d4c1378e3c6564f55c02bec84e8f2f,9,500,8,6760
d9d5e3c7a8d24dfb8968ba75e4313ac3,3,1150,7,11900
d9dc092dbac81302d24f47d21c716365,1,2800,19,32487
d9de30e71874dfe17522cbfbc5c72921,1,1300,28,7904
d9e4756491e0521cc3d0925d9d2bd0d9,1,25000,14,189000
d9e77a9aeffd10aa1a6f2d0ad00608ac,1,29500,58,24037
d9e7d13814ea50f9ae1f612ef6b3a1f1,8,650,9,2560
d9ee0c2943c9663aef6a2bc0411cbc14,4,2400,6,12600
d9ef8862928998b3921fa52eb30c5fe2,1,100,4,20412
d9f29c5e92ade1d2ed40235c56445b58,3,26400,22,164268
d9fbc33029641ba345b15a2c8dd86f10,1,2250,4,11552
d9fcf1be6830bf510f03d9e6c979e4df,3,18050,13,96000
da02ed24d3cfd1ef9e90a96964a72cba,2,425,5,12480
da051bd767b7457572d55aba23fd846a,9,1075,12,11132
da0bb22eb8eb2bce31a3784570528efb,6,6350,12,31920
da126b80758e8f5f13c45580e9260fd9,1,1250,10,10416
da17d63dff29a96ddfd5a9bfa5fb0aa9,1,100,5,663
da1c125a132133be2843076977091223,3,1400,22,4675
da1cfaaffa7720fe28f26f18d52f5ad9,6,150,13,1584
da1ff964ecbb4df51db9322cdf7a4a74,5,800,9,3528
da21de83c22b0b56be14738b1bd6348f,1,450,10,3564
da2cfe68ae3f2f454b5aba2ee09ab5c4,1,200,8,352
da2d389f29f1cb7e89b1174349e40567,1,400,4,3120
da31a8967c1dd9649b9e034eaa588783,3,2450,12,60000
da32065ce3a1cac419193576b899ee75,1,200,16,3248
da36ad55cf57ddbc83ed6cd00f819dec,1,450,4,3000
da3d93a1cb86a9e0369c04900f413a5d,2,2660,13,13600
da3e3306dfee58ec66950224efa97b47,1,1050,6,22500
da419eaf25aab3fafd23ddf7ae8dba72,1,100,13,1936
da41ea3fb1d8000bd031fef2656713b4,3,2700,26,5250
da4c44449f78250fa54a9a21f337ac05,1,250,7,960
da4f53408569b5cb23244539d68cb552,1,800,11,8960
da50dec868ce62321c803e54cf86bb67,2,200,14,4913
da596542f9179c1021970d21d9b53b76,2,750,8,4176
da61f764a3954b7d9367bfd253d44cab,1,200,11,560
da662963d06871d0e88300f9c6df43ee,1,975,16,8100
da686d15de3ee88de081bd159b031e47,6,300,10,5000
da6f9d8ce4950ad572b7b4fe7d7e6c90,13,275,16,945
da758620170454b7f60f39146bfca7bb,1,700,5,13858
da776bf9b82768f68ed598d4bc16c5e1,1,450,11,6000
da7813106f94601e6022f50017299e2f,1,1350,14,4761
da78a87e4ca3fd6a514e8d9b73ece938,1,800,7,10010
da7da0c2d3f2dbb32bee4ad3cf467fc6,3,100,16,1428
da83f50064bb1755c5a15ecd22773671,1,567,15,1408
da857fc20bb0eb099a186790add9b298,1,2200,9,23625
da86f2cc2faf840b7b86390726b88905,1,200,5,726
da893368e67b2e521b3f04da43f4b57a,2,700,10,2520
da8b72e46537fe5af3ade4bc6120f05c,1,100,5,2304
da8faea5f69f03fce4dfc01ceee4f1dd,1,300,26,3248
da9278e44c4ae00f02a965792a392ea3,2,5400,31,37180
da9323efe50198ccd3307f6a9a128a81,3,700,8,3040
da93657c402ea46729003c282352d727,3,1795,10,21252
da93a362382f7e8e659cfea14aa9b918,1,200,8,352
da97969972a524bca894f97ea6bcff90,12,400,16,3500
da98518441170ed0b0afcc0b471806ee,1,1700,10,8512
da9897a610529d3139497d3bd8bbccb0,1,770,12,8788
da98cf62c7fe9452761e782902ad71a2,1,100,10,5967
da9d5b38b3e2e1c8cb2731aa7e8bec8c,1,1000,11,4096
da9e08537d4ddc6682410370bbbb04f1,1,250,2,3750
daa4eea91573400bba053e0b711ff8e9,1,500,18,2772
daa5000b84b8bd4a9e8e622f154ac0c5,4,150,26,1680
daa528ea6aa4a90c32c4a2ce98ee3a9e,4,800,10,6912
daa634b8673533acf6639172bc4b2d99,1,900,20,4284
daa7499d1e545811c843e8189cd30286,1,250,45,352
daafec509b3be08be40be8318dcd1b79,1,350,29,33600
dab15c80f123fdf15d847ef8e8804f33,1,250,8,3300
dab1750d4e397e53ddd0f128982de661,1,6300,11,20539
dab2413ead0edda9967edbc9bda2a64e,24,250,9,1547
dab9c91ff81f632aff81bb4cb671cd18,1,3175,14,27720
dabbb10b2f36548cf2aff2993f4cf5e2,9,950,8,8880
dabc8335b58a49ec2f5fcb06255cd733,2,1800,14,7448
dabdc2874e4fc6d00d647f150317d29d,2,300,8,4845
dabe0ebb4c28b903d35030ba1b6c8797,1,400,11,2244
dac10a81c7091cad557ed66495179ca6,1,750,3,40000
dac2266808127da6f3226f7502ac00b3,2,3500,13,12600
dac245c10d9ccd0f3dd3b14f4b7c4b7f,4,150,4,9720
dac2eb7c1ddae28171b16e13c80a9730,4,580,11,3420
dac3640f6d34332e47555c0f1c5cad27,1,333,8,3230
dad033afaf01ca7098672af45bdd3400,3,1200,11,7644
dad114e8bc5146e75d68b6f69867e356,1,1600,12,16000
dad78ca3a5464684968e4242039b647f,4,1900,6,4096
dae734dc69d90e2ced16dc3367da97b8,1,400,4,3564
dae7d137a7eb1a685e48c83f7952b388,2,400,2,3750
daef10c972d7295283e377d5fd9985f1,2,150,10,2375
daf1e4584f54eb0f49b79f209e83d670,1,2200,18,22500
daf7ec5956e0377c86e427d04ba0e315,1,3200,13,18000
daf84169c9437371e99b38e7f8f80f2c,2,3050,15,8349
daf9301b3e3756d45250765852ed0dfd,1,1600,19,7200
daf9915404caf75fa1717a436b46fa14,1,1400,12,14850
dafc867209fb20b8331f1edaebc95b58,2,30000,18,168960
dafcf8195acb775dcbfa9dae22b3c959,1,200,2,1584
db01f6d59372f9943ba1b411b59612fa,1,300,12,2200
db05baa32930ca5fbdb515b0ff8fba0d,1,8225,6,27360
db07b03c014c3a71c190127c5444ddeb,1,255,5,5220
db10315b99cdff7ca831c2a44ed5b601,1,350,17,23625
db12039c7ff4e850d48e0312fa9b3473,7,575,9,16640
db123b35396aafabb2d5b476557abed5,3,1700,14,23625
db12ac2c4b6f38f091e197cece7d4a3e,1,900,17,4096
db135cb6b62b43f71eda83dc6daff2fc,4,700,14,32200
db13a5fbc4bf2465d9c83b80aeb0697c,1,2000,19,28800
db1410474e61a057cffa687656918ddf,1,200,4,1872
db1e6fed56643b852af3132d255d9ddc,9,4050,16,18240
db24f4b59ec4a5a89de0203cc7ce4287,1,150,7,816
db25a58a5da5dfe2fd19f2604491bd27,13,900,15,2560
db26a82710b642e5d25b7ae009cdcff3,1,1200,10,35000
db297075296bd5cfd0aebe008781a46b,1,850,5,6732
db31be5c40fe938b572af3b01c2e4d20,1,550,33,3380
db31f6c4f2b2a910fab39406640ef294,2,475,7,3136
db338cc243c685a907b392a864bebe41,1,700,20,7590
db35a562fb6ba63e19fa42a15349dc04,4,500,13,5819
db3772e122d171a9f548c1588ed66017,1,475,7,3213
db3ba840cdd9eee2918e3b1080a135e1,1,600,10,2560
db46052aed7dff59ba38cf2fe29b87f9,1,6350,11,23625
db49e555273e8f70eac0f18f20919850,1,400,13,3248
db4b70dd871dc731288f44fccae1ee42,1,500,11,27000
db4e12399028c661997d99981af68642,3,300,11,8750
db4e53a9c9aa94503fbeb12a2fdbf7ba,1,12400,13,6000
db553c9b5cb2f9b4c3f2f7b32a237ec2,1,275,10,1936
db56f6d2b04c89eae4daba188842fd7b,2,12450,1,57000
db5d54ce439fae2ae1f34749ab1acebd,1,200,20,3861
db5efde3ad0cc579b130d71c4b2db522,40,6663,19,2431
db62a9ee3303c7cbc05a3990eb359ed5,1,4853,9,76479
db638cd0a90d624a723f17ff5c018f7b,1,4200,6,14664
db63fab600827fdc6ef686c30f5ccb42,1,550,2,2500
db6612711588e8be758dc6cb66d031d2,2,250,11,1764
db666be3f0d386b173b91c54e6824e05,1,450,7,1000
db6796aa712a2626572bb3d0b9a039cf,12,1350,16,23625
db6b576f5ccc24add9999afe03841cf3,2,900,7,1232
db6d024e26d62875c98fa846ab698f5e,1,1400,19,8712
db715cc52497b781151fa5d2968048c9,1,600,11,5120
db71a8783ee43c3bb7ac7fe8f0cf9e6b,3,1350,13,30625
db7a58cce179f80f562fb714ceee9319,2,1260,19,8640
db7d6b1e3bbc3a8afae8fdee3cca3ee5,1,4400,15,2618
db7e6804f1a8206a7e51c9a741a09d9e,3,300,29,6336
db7f3f42ccab32fa6328b3063b278bcc,10,300,14,3000
db7fe9d38046ccc449633bff3de52df1,1,378,3,3740
db8416b29581dc9ccea5e43e59fda317,2,1850,19,23660
db858d1d14f31fbf7f38036ac7a3fcf4,1,575,9,8000
db85e6ed7169848f3ab8eea3a7baa569,1,100,5,768
db886bd83f6a076a2caeb7fd02722c35,1,710,10,6930
db8c9fec8be4ec050d0cee6a1e06a3c6,2,300,12,5000
db91bca0e0253d71433c22ac5acd0fbe,3,575,5,8372
db933f6b3a695ab2f9f990ced2a0c258,1,850,18,7875
db9640150707535e9dcddb8a78c87104,2,6700,29,31360
db96ef2aef93a5a96d1e3296a32648e5,2,12400,9,56320
db9c09ef2fa2590a7ca12480603396aa,1,200,9,352
db9e2ea2789762e3b0ecb627eb70696d,3,5350,16,16224
db9f62e6fb453028d58b26fa46c56d31,2,100,14,1800
dbaeb92cf0908499e8a6f00a9964a6a6,2,250,5,2688
dbb0815bfd0515cd3de42dfbc33c8252,1,300,14,18252
dbb274a4fa7cdd5e025c365b70a41d99,1,100,6,1584
dbb30c7e02f55cd884ff1b7c3be53d83,1,3900,7,26048
dbb399a8be7395d5b136d49fcdce13df,1,200,17,2691
dbb4b4f90abe510323ed00da4314b2c3,1,5250,21,13312
dbb4b689eaa1ad701be03776dc5f39f5,1,350,9,5808
dbb58fe2ee04b51f23e257a03e006da8,1,150,7,816
dbb67791e405873b259e4656bf971246,86,207,13,2652
dbb9d74e911f8db0dd4d85878064ceb3,2,450,26,32604
dbbada1d22d372b560848616267ef291,2,9850,7,60912
dbbaf4c939ff935365a67aee70c9b42a,1,1033,9,7616
dbbd95b8c1dfccf8bd20dff9b52688a9,1,2500,2,18400
dbbda25f6b7c74669cf2203b2e3139a0,1,300,5,4455
dbbea200ac1f56940332252411b43503,1,8600,10,14812
dbc42f8ad8afd0147a5a46be630781f8,1,133,19,3542
dbc624bf17ad3fdf6f8e5737ad9bf1cc,2,250,8,3240
dbc7aaf61b2639b1f282509ff1349bec,4,300,8,6885
dbc9c9f4ae0364b6f8023f982651cc82,1,2500,2,21120
dbd024d4182504993ad1e3cd2ee9d9e9,2,100,13,4913
dbd5107cd9a31627000efe028e81a5aa,1,12050,15,67872
dbd55362ec13c706503b1c71a5068a1a,8,473,14,4368
dbd8772797eb43bcb24b0f7fba3b8839,1,10800,44,29250
dbd91d7511ed7f4e61be3a191082644e,3,567,8,4160
dbe30cd7571498ff45963ea671014c6a,4,350,7,19200
dbe77c6f7f0935b442ef0c4df2ee3efe,3,3000,8,8349
dbedc5c46934d0708dd37cccef1c2184,1,1500,19,9520
dbf1bc6f925f7fc97db3fda5c4cbdec8,1,175,3,3584
dbf3e2f5d46c8f84f8af8825a2cbd8f6,1,600,20,7260
dbf4588317c84ec9cde32b033de522e4,1,500,7,6859
dbf66e3a8f833012d2da362c443111af,2,575,11,9384
dbfa741e0e5dfae13c9f023d8b8cbd96,9,5400,15,50625
dbfac885ce74c770040e1c99389553e1,1,19800,16,91125
dbfc56759eb2cf348fed10084dd344f7,1,600,8,7680
dc09323879d5cfb7db6c25f6a439d5fd,2,3000,20,8349
dc0e42a3f768716a158834ab59694650,1,1400,20,8712
dc0fe1906bacc99199eb46fce442e1de,13,2200,9,7700
dc1ef651c56d45937bd23d0166a66296,1,1400,4,9504
dc23131445c27852a44f8ad0d94b3d0f,1,3600,7,19000
dc2410804cf782c5d87dbcd201b74e9b,9,1000,13,6480
dc2545fc32f14631d0b524afc25595ac,1,300,7,5832
dc29bdbc4333f8825bb17ed7834e54f2,1,250,20,3000
dc3503150b2bd7dbbb59168d88cd7550,3,600,10,14570
dc363002c653f0cdc77f9d0be45fa103,2,650,10,12740
dc36a7859b743d8610a2bbbaea26ece9,1,2500,6,18081
dc387d493524242e32ec63d1073e98f7,3,100,10,1200
dc404a1496a08f9f5540c8b5d4b92925,38,1582,11,33635
dc448e6ccff3210312c96e9fad49552d,2,2600,9,31616
dc48030c42aec9ae7ec9757387ba4250,2,300,24,1936
dc4a245b2972be4b4735dc079693d185,1,850,9,3850
dc4c70ae91ccd3ee8e376c073b377f64,1,1000,11,12500
dc556db3ce4879d098cc5479d44beb13,1,3850,5,14700
dc5810c618a462436499ac6e62aeddc3,1,700,12,4500
dc582e9ac5036846acfeeb3093b17aa7,1,1300,8,4312
dc5fd9c9989813f354c865854be80178,1,125,6,1694
dc6012b12115251bd0f6ffd93a99c070,4,5250,17,28800
dc6040ee940ab73a2fdb3b90c6513ed9,1,1213,3,20700
dc60806ac9bd914a0eb467e756c0ff3d,1,350,21,3380
dc6185221ef0ba24510b48e0612fd51f,2,6700,12,12000
dc6217e7f9d8c15039ca95b702ce7e02,5,400,18,26400
dc68ee0fcb033a1ab6714fbb5db60c15,14,1500,25,9000
dc6f5d71f6ed6ad53834d131b19e0693,2,350,7,1760
dc6fe08afddfeb23ce334ce4cf5890eb,4,200,13,1024
dc751b73cf0f6958dc9c7cabb1a38902,4,1700,7,58938
dc7e6c809b71f69934396f954df16806,1,500,3,3000
dc7ec35f43d77d1bc4b8fbd8cf6bc7c8,3,700,4,9975
dc82a2ed47df56af6090d6ffbd165e4a,1,250,8,4692
dc82d7e8f99966cb4c641f7ea5590eaf,1,200,33,18000
dc85876834143377929cf89f98115506,4,2000,15,17424
dc879e9d6b20db101d5822d992f48415,1,850,14,10648
dc881ef926ca402063ea142afc83874c,16,2100,13,14720
dc90d2a794a86578893c4ccdf6524d3d,1,1000,12,7920
dc9471db933efad7bf0ce685380578bd,22,800,17,23520
dca00aeaa69da64cdecdb72e1c205111,1,200,7,352
dca18a6e2fb6da75092ed874094ed7b6,4,300,8,1040
dca43bf1f5d44f76105f0633b7fd7ea1,2,1200,20,9072
dca6d5a73e0fb3c97e3fa17fa7f928d7,2,1900,4,23625
dca7c7ab531682b89beb8ea79571cf0d,2,300,29,2704
dca8fff28c213d08f5893aeb47b224b7,1,6050,4,20539
dcae59c653ba99aebddbd821718e37fe,1,2050,11,40625
dcbe94f9e03c6dc3c6ef089765ee5181,1,700,5,6750
dcca0e1c43015b958b03fe982abd84e6,2,300,4,5280
dccab0aeed5632473aa1fccf14846b3a,3,400,20,2964
dccef777bc505f2eca720502c209988d,2,150,18,1872
dcd0ac7b3f622ad8b043dda410f0c3dc,1,150,5,2415
dcd3c062b4a5a8f5e411c9cf4772285a,1,350,3,6936
dcd4a3a2a42be1d09bc29d39ff24772b,3,100,16,588
dcd590f679e692420391bbd2c7ae22e2,1,333,3,3135
dcde96a5cda735816ac474de581a8a75,1,450,9,3570
dcdf0ea8fa671dc311eeb3c391b5a4aa,2,350,10,5460
dce0150ee801b3300e9cd71e2594c30f,1,1525,11,6720
dce3721f89a159fed6ff8b94d7ba32b9,4,500,13,4048
dce8ae5ccc379f3de517423fccda65cb,1,178,40,2112
dcea90efda71f06e7a5eafd530c7ff8c,1,600,15,4212
dceb3f67aef3484498a7caa4ba50f484,5,8800,18,24500
dcebc51f6a02993ffaa4167c339a3d79,2,650,9,3120
dcf00c265f631025da14f1a5850bacb7,1,1300,3,4576
dcf0f4c00270e4e71c868cbfedff1e9d,4,6050,13,36000
dcf382c499d890ea8ca4d7e08fcb3abf,1,8250,5,49280
dcf52f4379548f058d90279fe9fc3f14,1,400,2,18711
dcfe33bfae82bed3b1d9a7d15197f5be,3,192,12,2704
dcfe76be1e1036cb99e5d8bdc2a1b1c9,3,300,6,3000
dcfeedf441c38e5e7e58ffce194af2bb,1,30000,40,261568
dd0286e208604a3b60d3d0653981dbd7,3,163,10,1872
dd0b31ac0d6c9e81abda2ca71d396d6b,1,600,7,7680
dd0be1eeb74ea648c62f9ec86921ae08,1,5600,22,14664
dd0c92095e24c0592ff858d2c4837a78,1,1000,7,27000
dd12801e4d1919e84bf6f90167f22fb5,1,450,2,1600
dd12ee0c5287865a05d9a873944680bc,1,500,13,3696
dd1391f8da0f3ec40ba009eabfbffb7a,1,1900,20,6240
dd1759836cc99a88be1a42bf6673abe0,11,415,7,5616
dd1b2eb34840957a13204dd3dbc588bd,1,175,13,15000
dd1d87b703e4d762b3ecbb5146295361,1,279,3,2550
dd1f40cb13e0d77ad3e2ffd1fd13a8c1,2,150,8,8000
dd231637766e756fd1cf2fd80501fce1,5,750,7,8400
dd25a93b2ad2d8eec7fbd5c144eba30e,2,263,7,9880
dd2a86c701f0442fa851c5391a5b81fe,1,1200,27,8064
dd2ab8097e36b7a1f348e87f9b22d09b,2,2541,17,23940
dd2c0e65f062b05286c37e92e35e5566,1,567,8,2964
dd2ca29c9d0f93d3b1d28d7d7ee3025c,4,7750,13,27225
dd2e425e371689b74d67c0bd6e739ea2,1,300,4,4807
dd2f30521d540d49a7f2b94cbc99a4d1,4,1150,11,7942
dd32399c79aa851dc98bfcfdd385700f,2,350,3,17500
dd330cda72d57600ab101aafafc9ab22,2,1600,13,34800
dd3575a8c5e2139f680a9816a15c8f2a,5,700,14,1710
dd3e280f0e4930c7234596e43aa4c6f3,1,5850,18,34800
dd42371d570cdd9aff81b02961d6bafc,1,900,27,8400
dd44ecaddb22d00c140856b180f5d9b4,1,2400,13,18000
dd47d9ab7372c7eeae29cff125c1561c,1,1286,7,4420
dd4adcbacf68be8bc2fdcd498de6a06a,2,900,9,5616
dd4bb630f241ce3910d9595b395efeb5,3,160,4,1936
dd4c3b4ab7e001aaf385ea2e68952030,23,450,14,4200
dd52cd5fbf92f8068dc66246821d3253,1,700,2,6144
dd566bfbebab66e6531a129590ee8e1a,2,800,5,4620
dd5a5e7b2b76089d6415070e8d6d5456,1,1450,12,20358
dd5cf159767b4074d203d21283df2ef6,1,488,13,3648
dd5e15ecf4e9dc32d28e7cdd000b7434,1,300,41,990
dd60cac04e6bcbc919cb1c7dcc473211,14,900,10,22500
dd6171dfce1d62dbf472f83fa352d309,1,600,6,4000
dd619ff22f2b3f2bfe6d853f945fc25b,1,11025,5,74727
dd650fe0148b47c3adedb593cda2c6dd,1,8300,8,19684
dd662a1d30a8b044dac12d0a296fcb70,1,200,27,5625
dd66beca916c169c2a77e40ae2858623,4,3300,18,21000
dd676d49d051ea143257c1012bc1ee3c,1,350,10,2816
dd6d43bda53615e4256be41869079f9a,1,450,30,1235
dd72dc91b32e2ea6de828c39c805c7a5,1,150,33,968
dd735a55e6c75fb8fbe93e14d1c3bf07,1,800,7,6250
dd768d259ee6054e0dadd66c8e2be0b6,12,350,12,2560
dd77ffae83ea4313783323ea026dbf0a,1,850,32,6912
dd783a33bc94bef9c728611320d559e7,1,150,14,2112
dd7a209a646c04c176d7e9e9c855eeac,1,750,8,24472
dd7c7650c31d56afe11234bfd0a1e1ea,1,3000,30,8349
dd841bf589f05e0948ddb0c8d2c749ab,10,1350,12,8349
dd89d65fbdcdde1b2dd534d255797c71,2,200,7,660
dd8af0fcb0e10a6618ebfeaf9a988a34,1,1600,15,4554
dd8c2302e75b8c69bfde7a67d2500a3a,5,2000,9,18000
dd927d4f29ebb0702657ffc71c17c2d4,1,4367,8,150480
dd95c89de4ce416b6a2714b39266a7ed,1,2150,9,15625
dd995c28b8042ed14cdc71daf16dc2cf,1,950,10,6804
dd9b00fa5df89d6f25ccdb11d98b0f51,2,5300,10,32912
dd9b786cc81af951a986f65602344848,2,450,11,4598
dd9da9cbb4e0c6fddd01b0d8839f3e77,1,1900,19,22050
dda373e611cb942842a1c248b163c3aa,1,180,12,1344
ddad89d4353753d93ac500b1caa5bf09,2,2200,25,27216
ddae29c2be667c7c87dea454585870e1,2,600,7,7938
ddb1ee27e79832962326a8a79e3220f6,1,288,7,4692
ddb282389fb7c7594479b90a76e4d884,4,600,12,9295
ddb6b29657e50476a9698d4606bb6471,1,12500,25,31500
ddb6c5abf4328c9648eae0b4a41c38f4,1,950,9,2400
ddb9028236525b8ab493fc24f99e8d1a,14,1800,8,7616
ddb9d7913729b57995fa4b279dc0dcf3,2,850,8,18000
ddbd0c1c8d8bf3e9142fc3b9751a476a,1,550,16,6000
ddbf57e4559f03c003fc3708d4860c5e,1,400,18,2560
ddc01db3147c02cb8f547ac87da1718f,3,160,5,2380
ddc46156c31a0339508eecfab975f4f6,3,500,8,5250
ddc81cd8c7351f13c000bd8294c3201b,1,200,10,5120
ddcb7473fdc5368c019e3ef6fbde816b,6,2950,8,31939
ddccf31eab44aaa16cb1a7703a65b696,1,300,13,10000
ddd089de76da9c400545c6fbf80e2ccb,1,800,7,40000
ddd8d70dbc1a5ffe5431c810baf7fec2,1,600,7,3220
dddcb6a32cedda766f9011556aa4eebd,1,130,23,2816
ddddff18d8f990347156c317421df46d,1,1000,4,11900
dddeb2ee7ac86f0b08c51249f8f329ec,1,1350,3,18750
dde1e366db6c0e996f4e1d92122b431c,3,950,10,13104
dde35467201d3ff9e3f8e4297aa2768e,3,8500,11,23625
dde4ee07394921042ef5e8267cba1cbe,1,75,3,3312
dde7139085b54e2ea1771a2f9964d344,1,3400,8,53136
ddea12cd17c60cff8865c207cf696cf7,2,425,7,1728
ddea6741f6642c13acc25c9fb9165e55,1,1750,4,3840
ddebc97ddf43a9787d1ee7012e394ccc,4,2300,15,10208
ddee1b747d9681ef016a78e77937e950,2,1350,11,11470
ddf08c1f4da4aeb900e20da32cee2c50,1,1350,32,7700
ddf1b126559b4800f031240ceda06a89,3,2650,26,16800
ddfaa1c2e19f82a47043c5f5ee1376d1,2,5700,11,34020
ddfadaea6a7a133ae1254ef6221fb4a3,1,3500,19,24960
de000da759e4738d00a6fae5ecddee66,4,483,9,4845
de00d8cf49c6e6ce6b269424b550413a,2,1900,13,7590
de012eb8e2b6308aff160e7403019b6c,1,700,35,23625
de01db017586d557505e72625f9f49d4,1,2600,11,16632
de03cefa119fcace5bfe4b492993da7f,1,250,10,5184
de04a994ad17964562eb95e322d13529,1,150,9,1584
de080af2646decbba6b52a3213110d29,1,300,21,2816
de0f5a42f807e66ec0e2803eb10a5a4b,2,3500,3,23220
de115e41e8332aa7b5a04e027243fcbf,1,1800,5,28875
de13988b8f96fd17e7ec136da2638de8,2,6650,6,32513
de170bfa7e0f492c75a0f270fc44f629,1,9100,7,37111
de1dab31e5f3737cd024f5fe44743fa9,7,442,11,6460
de1eee6c50298db6028af08bd88a702a,14,1100,10,10500
de20d958de7cf841ac6558a6d467a13c,2,2450,7,43992
de20fea8f26ba09202b61d3e5ea8bbc5,1,1815,5,8464
de22daecfcb85b59fdeeb4fc2d9ed80e,1,1768,10,5054
de26d4014234181730a1143f75dad0e7,1,100,23,6006
de29e502ba5174dcddbd4da728616533,2,700,10,352
de305190ccd7a8cc302a6ee42eb059a1,2,250,6,2000
de3460da13c27adbaa8efcf1bb83cd62,1,250,20,5967
de35b12d754d29dc6d48ae30cfe1c23f,1,2200,13,12384
